year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2007,Jeep,Commander,Sport,SUV,automatic,1j8hg48k07c510314,az,29.0,88542.0,gold,tan,wells fargo dealer services,9600.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2002,Mitsubishi,Galant,ES,Sedan,automatic,4a3aa46h42e071954,fl,25.0,193730.0,white,gray,coggin toyota at the avenues,900.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3j97dbb45482,ca,35.0,32402.0,white,black,ford motor credit company llc pd,22700.0,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2001,Ford,Windstar,LX,Minivan,,2fmza51431bb23628,il,,90167.0,black,—,primo motor cars,1400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,sedan,,1n4al3ap9dc286515,pa,41.0,36830.0,gray,black,nissan-infiniti lt,13400.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcg0dn586338,az,34.0,22316.0,gray,black,gm financial,13400.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2005,Dodge,Magnum,RT,Wagon,automatic,2d4gv58265h676428,va,2.0,87036.0,black,gray,lenders assistance corporation,4000.0,Thu Feb 19 2015 11:50:00 GMT-0800 (PST)
2010,Volkswagen,CC,Luxury,Sedan,automatic,wvwhl7an4ae523300,md,35.0,52030.0,silver,beige,capital one auto finance,11900.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2008,Pontiac,Grand Prix,Base,Sedan,automatic,2g2wp552281118570,ca,,126855.0,white,—,desert fleet lease,3900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Ford,Ranger,SPORT,SuperCab,automatic,1ftlr4fe5apa03885,mi,45.0,87969.0,red,black,automobiles paille inc,11600.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2011,Ford,Edge,Sport,SUV,automatic,2fmdk3ak7bbb39553,oh,41.0,82616.0,white,black,pauley motor car co preowned vehicles llc,16200.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwd17aj4em393243,nj,44.0,20698.0,—,black,wheels exchange llc,13600.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6arxdm760761,mo,43.0,14565.0,off-white,tan,nissan infiniti lt,23000.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Kia,Forte,LX,Sedan,,knafk4a61e5223055,ga,21.0,21237.0,silver,gray,kia motors finance,9900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2014,Chevrolet,Suburban,LT 1500,SUV,automatic,1gnskje71er203407,co,4.0,18707.0,silver,black,overland west,37200.0,Thu Jun 25 2015 05:00:00 GMT-0700 (PDT)
2009,Kia,Rio,LX,Sedan,automatic,knade223296500464,nc,27.0,78677.0,beige,beige,dt credit corporation,2200.0,Tue Feb 17 2015 00:30:00 GMT-0800 (PST)
1999,Ford,Ranger,XL,Regular Cab,automatic,1ftyr10cxxpc07148,la,,237410.0,white,gray,riverland chrysler dodge jeep inc,425.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2001,Jeep,Wrangler,Sahara,SUV,automatic,1j4fa59s71p375539,ca,36.0,95573.0,black,green,trade in solutions,9100.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2003,GMC,Sierra 2500HD,Base,Crew Cab,automatic,1gthk23133f151462,tx,33.0,168523.0,white,tan,wells fargo dealer services,10500.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj6dm293156,co,44.0,38971.0,black,black,enterprise veh exchange/rental,11900.0,Wed Feb 11 2015 03:15:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f720062075,wa,37.0,132355.0,black,black,lexus of bellevue,8100.0,Wed Jan 21 2015 05:20:00 GMT-0800 (PST)
2013,Subaru,Impreza WRX,STI,Sedan,manual,jf1gv8j62dl008418,ca,35.0,22006.0,blue,black,showcase wholesale auto llc,29000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SLT,quad cab,automatic,1d7ha18n95j630015,nm,26.0,157101.0,gray,black,credit acceptance corp/vrs/southfield,4200.0,Wed Jun 17 2015 04:30:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f21dl185046,ca,29.0,52763.0,silver,black,the hertz corporation,9800.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e3xe1180029,fl,3.0,25233.0,silver,black,gm remarketing,13200.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2013,Chevrolet,Sonic,LT,Sedan,automatic,1g1jc5sh3d4215827,tx,47.0,40774.0,white,black,avis corporation,10000.0,Wed Feb 18 2015 02:15:00 GMT-0800 (PST)
2014,GMC,Savana Cargo,2500,Van,,1gtw7fca7e1906614,pa,45.0,13866.0,white,gray,u-haul,19800.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2002,Ford,Explorer,Limited,SUV,automatic,1fmzu75w52za33670,nv,2.0,142853.0,white,—,titlemax/las vegas nv28,800.0,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28437h542025,fl,39.0,114495.0,gray,gray,fountain auto mall,13300.0,Wed Jan 14 2015 01:25:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LTZ,Hatchback,,1g1je6sb2e4222751,fl,4.0,11394.0,white,gray,gm remarketing,12800.0,Mon Feb 09 2015 05:00:00 GMT-0800 (PST)
2007,Toyota,Camry,LE,Sedan,automatic,4t1be46k17u693086,fl,19.0,89950.0,gray,beige,consumer portfolio services,5500.0,Wed May 27 2015 02:40:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dn514083,mn,42.0,56973.0,brown,black,dtg operations inc,11900.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2005,Cadillac,STS,V6,sedan,automatic,1g6dw677250227156,fl,19.0,85529.0,silver,black,stream llc dba stream remarketing solutions,2200.0,Fri Jun 05 2015 02:15:00 GMT-0700 (PDT)
2011,Nissan,Murano,SL,SUV,automatic,jn8az1mw7bw166907,nj,35.0,21752.0,—,black,nissan-infiniti lt,18400.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg3cr257516,md,26.0,35869.0,white,black,ge fleet services for itself/servicer,11700.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2008,Ford,Escape,Limited,SUV,,1fmcu94198ke78387,nj,27.0,56804.0,gray,black,all american ford inc,8800.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2013,Dodge,Durango,SXT,SUV,automatic,1c4rdhag2dc504642,ca,31.0,35206.0,black,black,high bid trading co inc,21000.0,Wed Mar 04 2015 04:15:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0dg0ckc38671,il,38.0,44882.0,blue,gray,ford motor credit company llc,13500.0,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccabxfn505176,fl,5.0,2381.0,gray,black,napletons south orlando chrysler jeep dodge,16300.0,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
2008,Ford,F-250 Super Duty,FX4,Crew Cab,automatic,1ftsw21r98ed87453,tx,29.0,95511.0,white,brown,howell motor company,25000.0,Wed Mar 04 2015 02:20:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7hu18d65s186004,ga,19.0,127818.0,silver,gray,santander consumer,8100.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2010,Chevrolet,malibu,ls,sedan,automatic,1g1zb5eb2af264675,ga,21.0,95065.0,black,brown,gm financial,6500.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f26el242150,ca,34.0,14964.0,gray,beige,ford motor credit company,12300.0,Thu Jan 15 2015 12:00:00 GMT-0800 (PST)
2009,Ford,F-150,King Ranch,SuperCrew,automatic,1ftpw14v59kc86602,oh,47.0,45498.0,red,brown,paul moteur,23500.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2004,Nissan,Quest,3.5 S,Minivan,automatic,5n1bv28u44n355755,wi,2.0,136794.0,gray,gray,jpmorgan chase bank n.a.,900.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2008,Volvo,XC90,3.2,SUV,automatic,yv4cy982181433815,ca,35.0,94778.0,silver,—,jaguar land rover north scottsdale,7800.0,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk5eu324272,ga,3.0,19769.0,gray,black,world omni financial corporation,16500.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,,2c4rc1bg8er441712,va,4.0,16505.0,gold,black,enterprise veh exchange/rental,19700.0,Wed Jan 28 2015 16:00:00 GMT-0800 (PST)
2007,Chrysler,Sebring,Base,Sedan,automatic,1c3lc46r17n513518,tx,2.0,97450.0,silver,gray,dt credit corporation,3500.0,Tue Mar 03 2015 03:00:00 GMT-0800 (PST)
2014,Ford,Fiesta,S,Hatchback,automatic,3fadp4tj9em121273,hi,39.0,15715.0,black,gray,ford motor credit company llc,9300.0,Wed Feb 25 2015 06:30:00 GMT-0800 (PST)
2008,Buick,Enclave,CXL,SUV,automatic,5gaer23738j188455,fl,38.0,67496.0,white,black,jack f hyde auto brokers,14300.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du5b5245505,la,37.0,108395.0,red,gray,enterprise fleet management exchange  inc.,8600.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2004,Toyota,Sequoia,SR5,SUV,,5tdzt34a74s232052,sc,35.0,220560.0,white,tan,jim hudson buick gmc & cadillac inc,4100.0,Mon Feb 23 2015 02:00:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Coupe,automatic,wbawb73548p038898,fl,32.0,96416.0,white,red,nimnicht gmc,12800.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg4er391079,in,2.0,31220.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,9100.0,Wed May 27 2015 05:59:00 GMT-0700 (PDT)
2010,Dodge,Avenger,R/T,Sedan,automatic,1b3cc5fb1an143524,hi,29.0,52483.0,silver,black,us bank,6000.0,Wed Jan 14 2015 06:35:00 GMT-0800 (PST)
2009,Toyota,Camry,Base,Sedan,automatic,4t1be46k29u902533,fl,33.0,94735.0,gray,—,d&a fine cars,8700.0,Fri Feb 13 2015 01:25:00 GMT-0800 (PST)
2006,Acura,RSX,Base,Hatchback,automatic,jh4dc54856s011044,fl,19.0,145468.0,black,black,sst financial,1900.0,Wed Feb 11 2015 07:10:00 GMT-0800 (PST)
2011,Infiniti,QX56,Base,SUV,automatic,jn8az2ne7b9005838,tn,49.0,80217.0,gray,black,nissan infiniti lt,32000.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2011,Scion,tC,Base,Hatchback,automatic,jtkjf5c76b3021552,wa,34.0,32303.0,burgundy,black,primeritus remarketing/salal credit union,11600.0,Wed Jan 14 2015 05:20:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,suv,automatic,jtehf21a230151734,fl,35.0,96177.0,gold,beige,jenkins hyundai,6800.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Infiniti,G Sedan,G25,g sedan,automatic,jn1dv6ap5cm812377,fl,3.0,36142.0,black,black,nissan infiniti lt,15800.0,Wed Jun 17 2015 02:40:00 GMT-0700 (PDT)
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk8cr191459,oh,45.0,31791.0,gray,gray,toyota financial services,11900.0,Tue Mar 31 2015 02:30:00 GMT-0700 (PDT)
2013,Dodge,Dart,Limited,sedan,automatic,1c3cdfch7dd303611,nc,41.0,10924.0,black,black,fleet lease remarketing,14500.0,Mon Jun 01 2015 02:30:00 GMT-0700 (PDT)
2011,Ford,Edge,SE,SUV,automatic,2fmdk3gc1bbb35434,nj,19.0,79114.0,—,black,wheels exchange llc,9300.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2010,Cadillac,CTS,Performance,Sedan,automatic,1g6dl5ev4a0111147,fl,32.0,95607.0,white,black,remarketing by ge/penair fcu,9900.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl5h6xcb010027,nj,37.0,23074.0,white,beige,ahfc/honda lease trust/hvt  inc. eot,23100.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
1997,Lexus,LX 450,Base,suv,automatic,jt6hj88j9v0177978,nc,34.0,188598.0,green,beige,dt inventory,3500.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2015,Chrysler,200,S,Sedan,automatic,1c3cccbg5fn564713,il,4.0,9208.0,gray,black,chrysler group llc,19400.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2003,BMW,3 Series,325i,sedan,,wbaev33403kl79319,on,29.0,154848.0,black,black,mercedes-benz,3700.0,Thu Jun 18 2015 11:30:00 GMT-0700 (PDT)
2012,Honda,Civic,EX,Sedan,automatic,19xfb2f8xce338837,pa,29.0,36866.0,white,gray,ahfc/honda lease trust/hvt  inc.,12200.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Ford,Fiesta,SE,Hatchback,,3fadp4ej2cm134392,md,29.0,74643.0,silver,black,ford motor credit company llc pd,3400.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn573669,il,37.0,56997.0,black,gray,nissan-infiniti lt,12500.0,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
1995,Mazda,626,DX,Sedan,automatic,1yvge22c7s5417084,tx,1.0,164695.0,white,gray,automotive remarketing inc,350.0,Tue Jan 13 2015 11:00:00 GMT-0800 (PST)
2012,Toyota,Sienna,LE 7-Passenger,Minivan,automatic,5tdjk3dc9cs041913,wi,29.0,97508.0,black,gray,wheels exchange llc,14300.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2004,Acura,TSX,Base,Sedan,automatic,jh4cl96894c018702,pa,1.0,100080.0,blue,gray,credit acceptance corp/vrs/southfield,3600.0,Tue Jan 20 2015 05:01:00 GMT-0800 (PST)
2012,Kia,Soul,+,Wagon,automatic,kndjt2a69c7362673,fl,5.0,43785.0,gray,black,johnson lexus of raleigh,11400.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2006,Hyundai,Elantra,GLS,Sedan,automatic,kmhdn46d76u293526,nj,19.0,138109.0,silver,gray,santander consumer,300.0,Wed Feb 25 2015 09:30:00 GMT-0800 (PST)
2013,Ford,Focus,S,Sedan,automatic,1fadp3e27dl335839,hi,46.0,22389.0,silver,black,jpmorgan chase bank n.a.,10750.0,Wed Feb 25 2015 07:30:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbava37588nl53118,ca,25.0,142822.0,white,beige,honda of el cerrito,6400.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej9em133453,nv,4.0,25729.0,white,black,henderson hyundai superstore,9500.0,Fri May 29 2015 04:55:00 GMT-0700 (PDT)
2011,Ford,F-150,XL,Regular Cab,automatic,1ftmf1cm3bkd31523,ca,41.0,78696.0,white,gray,enterprise fleet management exchange  inc.,10600.0,Thu Feb 26 2015 03:30:00 GMT-0800 (PST)
2005,Ford,F-150,FX4,supercab,,1ftpx14555na08675,fl,26.0,232936.0,gray,black,expert auto group inc,4500.0,Thu Jun 04 2015 03:33:00 GMT-0700 (PDT)
2014,Dodge,Journey,SXT,SUV,,3c4pddbg5et193065,pa,35.0,21650.0,blue,black,enterprise veh exchange/rental,17700.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb2cf797657,fl,45.0,25175.0,black,black,lauderdale imports ltd bmw pembrok pines,24600.0,Fri Mar 06 2015 01:35:00 GMT-0800 (PST)
2005,Nissan,Murano,SL,SUV,automatic,jn8az08w55w418100,nc,22.0,112805.0,gray,black,crossroads nissan of hickory inc,3900.0,Mon Feb 02 2015 01:00:00 GMT-0800 (PST)
2012,Hyundai,Veloster,Base,hatchback,manual,kmhtc6ad3cu049808,fl,31.0,62737.0,black,black,brandon mitsubishi,10600.0,Thu Jun 04 2015 02:35:00 GMT-0700 (PDT)
2007,Pontiac,G5,Base,Coupe,,1g2al15fx77147916,on,47.0,77824.0,yellow,black,robinson buick gmc ltd,4400.0,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag8dc626807,fl,42.0,53796.0,black,black,dtg operations inc,20000.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2001,Honda,Civic,LX,Sedan,automatic,2hges16521h526394,il,19.0,109632.0,beige,tan,hertz remarketing,1800.0,Thu Jan 22 2015 02:30:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,suv,automatic,2fmdk3jc0dba18052,tn,42.0,68008.0,gray,black,wholesale inc # 2,16600.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2010,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap5al600470,md,34.0,75255.0,black,gray,capital one auto finance,5300.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2011,Hyundai,Tucson,GLS,SUV,,km8ju3ac2bu291627,pa,36.0,22586.0,silver,black,hyundai motor finance,13600.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2007,Chevrolet,Equinox,LT,SUV,automatic,2cndl73f376050969,ga,27.0,133620.0,white,gray,tdaf remarketing,3700.0,Tue Jan 27 2015 05:10:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mv9cw377093,nj,36.0,76598.0,burgundy,black,nissan-infiniti lt,10600.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2014,GMC,Savana Cargo,2500,Van,automatic,1gtw7fca3e1905525,fl,32.0,9597.0,white,gray,u-haul,20800.0,Fri Mar 06 2015 01:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,,jh4cu2f47cc009948,pa,44.0,36865.0,silver,gray,ahfc/honda lease/trust/hvt  inc. eot acuras,17400.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,2t1bu40ex9c146571,nc,25.0,141355.0,white,gray,dt credit corporation,6100.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h79dr140471,mi,47.0,16244.0,white,black,ford motor credit company llc,15900.0,Thu Mar 05 2015 01:00:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57569nl79024,ca,27.0,94866.0,white,brown,prestige auto,12000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2009,Ford,Mustang,GT Deluxe,convertible,automatic,1zvht85h195122970,ca,37.0,61227.0,blue,tan,penegon mission viejo inc,12000.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2006,Toyota,Sequoia,SR5,suv,automatic,5tdzt34a76s271310,tn,4.0,125487.0,gray,gray,sullivan auto group llc,10600.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2apxcn427377,nj,33.0,57959.0,white,tan,nissan-infiniti lt,10700.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2012,Chevrolet,Cruze,LS,sedan,,1g1pc5sh0c7169865,pa,36.0,70265.0,blue,black,gm financial,6500.0,Thu Jun 11 2015 06:15:00 GMT-0700 (PDT)
2014,Dodge,Journey,SE,SUV,automatic,3c4pdcab7et116651,fl,42.0,69234.0,black,black,chrysler capital,12200.0,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2011,Ford,Expedition,XLT,SUV,automatic,1fmju1j51bef53508,pa,35.0,66376.0,black,beige,browns jeep eagle chrysler plymouth,19900.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2013,Acura,TL,SH-AWD w/Technology Package,Sedan,automatic,19uua9f5xda004483,nv,49.0,11672.0,black,black,acura of las vegas,30750.0,Fri Jan 16 2015 03:45:00 GMT-0800 (PST)
2005,Honda,Accord,LX Special Edition PZEV,Coupe,automatic,1hgcm72535a024623,ca,19.0,103308.0,silver,black,i auto sales inc,6750.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2011,Cadillac,CTS Wagon,Luxury,CTS Wagon,automatic,1g6dg8ey6b0160514,tn,38.0,53688.0,silver,gray,wholesale inc # 2,19000.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2013,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm9dfc76382,ga,47.0,17764.0,blue,gray,ford-lincoln dealer program,25100.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab5dn725449,tx,37.0,52284.0,gray,black,southside bank,8000.0,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
1995,Toyota,Camry,LE,sedan,automatic,4t1sk12e8su569543,nc,1.0,283565.0,blue,—,crossroads nissan of hickory inc,400.0,Mon Jun 08 2015 01:31:00 GMT-0700 (PDT)
2013,BMW,3 Series,328i,Sedan,automatic,wba3c1c59df434810,ca,44.0,37063.0,white,—,financial services remarketing (lease),21250.0,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2013,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb9d7220538,tn,31.0,40482.0,blue,black,avis corporation,12700.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu5er285442,mo,45.0,33803.0,white,black,avis budget group,19300.0,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
1997,Chevrolet,Blazer,LT,SUV,automatic,1gndt13w4vk177278,ga,19.0,152994.0,black,black,flag/ald motors inc,900.0,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct025167,wa,42.0,26769.0,blue,beige,nissan-infiniti lt,10200.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,C-Class,C320,Sedan,automatic,wdbrf64j15f587078,ca,31.0,117560.0,white,black,nextgear capital,5300.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2012,Subaru,Forester,2.5X Premium PZEV,SUV,,jf2shadc3ch400945,pa,33.0,22938.0,gray,gray,ford-lincoln dealer program,18800.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2005,Mazda,Mazda6,i,sedan,automatic,1yvhp80c755m60140,nm,23.0,149011.0,beige,beige,automotive remarketing inc,1600.0,Wed Jun 10 2015 07:00:00 GMT-0700 (PDT)
2012,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac6ch429227,tx,35.0,36009.0,black,black,hyundai motor finance,14800.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar2cm674200,nj,42.0,50452.0,white,tan,nissan infiniti lt,19200.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha6cr173589,nj,37.0,20790.0,black,black,ford motor credit company llc,12000.0,Wed Jan 07 2015 09:00:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc5dbb52149,tn,49.0,17868.0,,,ford motor credit company llc,24600.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2006,Jeep,Commander,Limited,SUV,,1j8hg58nx6c302584,pa,28.0,82591.0,gold,tan,sweetheart auto sales inc,10600.0,Fri Feb 27 2015 01:30:00 GMT-0800 (PST)
1998,Jeep,Cherokee,Classic,SUV,automatic,1j4fj68s3wl102300,ca,21.0,119646.0,green,gray,concord toyota,2500.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5ek2a1134258,mn,41.0,41573.0,blue,gray,capital one auto finance,9700.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2eu403950,oh,41.0,20422.0,blue,gray,toyota motor sales usa inc/program,14500.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2010,Ford,Fusion,S,Sedan,automatic,3fahp0ga9ar271837,mo,38.0,106018.0,silver,gray,lease plan usa,7200.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2013,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gc5e33df287290,az,25.0,42430.0,gray,black,the hertz corporation,12500.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2013,Subaru,Outback,2.5i Limited,Wagon,automatic,4s4brcjc6d3243370,tx,36.0,83689.0,red,tan,wheels exchange llc,15400.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2007,Jeep,Liberty,Sport,SUV,automatic,1j4gl48k67w580407,ca,27.0,131752.0,white,gray,honor finance corporation,3500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2011,Lexus,LX 570,Base,SUV,,jtjhy7ax7b4059300,mi,48.0,33123.0,white,black,ocean honda,54000.0,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LT,Sedan,automatic,1g1115sl3eu152966,mi,4.0,23470.0,black,gray,gm remarketing,18500.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2012,Ford,F-250 Super Duty,XLT,Crew Cab,,1ft7w2b65ceb82750,va,32.0,23413.0,white,gray,dennis rental cars,27100.0,Thu Feb 12 2015 01:20:00 GMT-0800 (PST)
2011,Infiniti,FX,FX35,SUV,,jn8as1mw5bm141035,nj,4.0,33419.0,white,black,nissan infiniti lt,30250.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2015,Nissan,Versa,1.6 SL,Sedan,,3n1cn7ap6fl812324,fl,49.0,1088.0,blue,black,remarketing by ge/space coast credit union,11700.0,Wed Feb 18 2015 01:00:00 GMT-0800 (PST)
2004,Dodge,Ram Pickup 3500,SLT,Quad Cab,automatic,3d7mu48c74g105041,tn,18.0,208153.0,white,gray,wells fargo dealer services,8000.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2012,Jeep,Liberty,Limited Jet,suv,automatic,1c4pjmfk8cw187355,pa,41.0,40611.0,black,black,oasis chevrolet llc,20200.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
